Ciudad,Provincia,Comunidad Autónoma,Municipio,Población,Tasa,Casos,Año
Mollerussa,Lleida,Cataluña,Mollerussa (Cataluña),14.319,"55,86982331",8,2009
Vilanova del Camí,Barcelona,Cataluña,Vilanova del Camí (Cataluña),12.649,"55,34034311",7,2009
Santanyí,Illes Balears,Illes Balears,Santanyí (Illes Balears),12.664,"55,27479469",7,2009
Santa Coloma de Gramenet,Barcelona,Cataluña,Santa Coloma de Gramenet (Cataluña),119.717,"55,13001495",66,2009
Quart de Poblet,València/Valencia,Comunidad Valenciana,Quart de Poblet (Comunidad Valenciana),25.499,"54,90411389",14,2009
Carreño,Asturias,Asturias,Carreño (Asturias),10.936,"54,86466715",6,2009
Cangas del Narcea,Asturias,Asturias,Cangas del Narcea (Asturias),14.589,"54,83583522",8,2009
Moncada,València/Valencia,Comunidad Valenciana,Moncada (Comunidad Valenciana),21.900,"54,79452055",12,2009
Felanitx,Illes Balears,Illes Balears,Felanitx (Illes Balears),18.270,"54,73453749",10,2009
Eibar,Gipuzkoa,País Vasco,Eibar (País Vasco),27.419,"54,70659032",15,2009
Andoain,Gipuzkoa,País Vasco,Andoain (País Vasco),14.679,"54,49962532",8,2009
Sagunto/Sagunt,València/Valencia,Comunidad Valenciana,Sagunto/Sagunt (Comunidad Valenciana),66.070,"54,4876646",36,2009
Roses,Girona,Cataluña,Roses (Cataluña),20.197,"54,46353419",11,2009
Pamplona/Iruña,Navarra,Navarra,Pamplona/Iruña (Navarra),198.491,"54,41052743",108,2009
Arrasate/Mondragón,Gipuzkoa,País Vasco,Arrasate/Mondragón (País Vasco),22.064,"54,38723713",12,2009
"Eliana, l'",València/Valencia,Comunidad Valenciana,"Eliana, l' (Comunidad Valenciana)",16.552,"54,37409377",9,2009
Coria,Cáceres,Extremadura,Coria (Extremadura),12.896,"54,28039702",7,2009
Barañain,Navarra,Navarra,Barañain (Navarra),22.110,"54,27408412",12,2009
Gines,Sevilla,Andalucía,Gines (Andalucía),12.934,"54,1209216",7,2009
Guadarrama,Madrid,Comunidad de Madrid,Guadarrama (Comunidad de Madrid),14.800,"54,05405405",8,2009
Igualada,Barcelona,Cataluña,Igualada (Cataluña),38.918,"53,95960738",21,2009
Ibi,Alacant/Alicante,Comunidad Valenciana,Ibi (Comunidad Valenciana),24.113,"53,91282711",13,2009
Pego,Alacant/Alicante,Comunidad Valenciana,Pego (Comunidad Valenciana),11.133,"53,89382916",6,2009
"Laracha, A",A Coruña,Galicia,"Laracha, A (Galicia)",11.171,"53,7105004",6,2009
Alzira,València/Valencia,Comunidad Valenciana,Alzira (Comunidad Valenciana),44.690,"53,70328933",24,2009
Torrelavega,Cantabria,Cantabria,Torrelavega (Cantabria),55.947,"53,62217813",30,2009
"Seu d'Urgell, La",Lleida,Cataluña,"Seu d'Urgell, La (Cataluña)",13.063,"53,58646559",7,2009
Noia,A Coruña,Galicia,Noia (Galicia),14.970,"53,44021376",8,2009
Durango,Bizkaia,País Vasco,Durango (País Vasco),28.229,"53,13684509",15,2009
Oviedo,Asturias,Asturias,Oviedo (Asturias),224.005,"53,1238142",119,2009
Zarautz,Gipuzkoa,País Vasco,Zarautz (País Vasco),22.627,"53,03398595",12,2009
Narón,A Coruña,Galicia,Narón (Galicia),37.712,"53,03351718",20,2009
Boiro,A Coruña,Galicia,Boiro (Galicia),18.883,"52,95768681",10,2009
Vigo,Pontevedra,Galicia,Vigo (Galicia),297.332,"52,80292737",157,2009
Vic,Barcelona,Cataluña,Vic (Cataluña),39.844,"52,70555165",21,2009
Valencia,València/Valencia,Comunidad Valenciana,Valencia (Comunidad Valenciana),814.208,"52,56642037",428,2009
Berga,Barcelona,Cataluña,Berga (Cataluña),17.160,"52,44755245",9,2009
Barcelona,Barcelona,Cataluña,Barcelona (Cataluña),1.621.537,"52,04938278",844,2009
Sanxenxo,Pontevedra,Galicia,Sanxenxo (Galicia),17.315,"51,97805371",9,2009
"Astillero, El",Cantabria,Cantabria,"Astillero, El (Cantabria)",17.360,"51,84331797",9,2009
Hernani,Gipuzkoa,País Vasco,Hernani (País Vasco),19.289,"51,84301934",10,2009
Beasain,Gipuzkoa,País Vasco,Beasain (País Vasco),13.557,"51,6338423",7,2009
Vilassar de Mar,Barcelona,Cataluña,Vilassar de Mar (Cataluña),19.482,"51,3294323",10,2009
Esplugues de Llobregat,Barcelona,Cataluña,Esplugues de Llobregat (Cataluña),46.862,"51,21420341",24,2009
Torrent,València/Valencia,Comunidad Valenciana,Torrent (Comunidad Valenciana),78.543,"50,92751741",40,2009
Llanera,Asturias,Asturias,Llanera (Asturias),13.776,"50,81300813",7,2009
Sant Just Desvern,Barcelona,Cataluña,Sant Just Desvern (Cataluña),15.811,"50,59768516",8,2009
Picassent,València/Valencia,Comunidad Valenciana,Picassent (Comunidad Valenciana),19.786,"50,54078641",10,2009
Castro-Urdiales,Cantabria,Cantabria,Castro-Urdiales (Cantabria),31.670,"50,52099779",16,2009
Huelva,Huelva,Andalucía,Huelva (Andalucía),148.806,"50,4011935",75,2009
Bollullos Par del Condado,Huelva,Andalucía,Bollullos Par del Condado (Andalucía),13.891,"50,39234036",7,2009
San Lorenzo de El Escorial,Madrid,Comunidad de Madrid,San Lorenzo de El Escorial (Comunidad de Madrid),17.889,"50,31024652",9,2009
Canals,València/Valencia,Comunidad Valenciana,Canals (Comunidad Valenciana),13.941,"50,21160605",7,2009
Marín,Pontevedra,Galicia,Marín (Galicia),25.969,"50,05968655",13,2009
Camas,Sevilla,Andalucía,Camas (Andalucía),26.015,"49,97117048",13,2009
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Santa Cruz de Tenerife (Canarias),222.417,"49,90625717",111,2009
Alcalá de Guadaíra,Sevilla,Andalucía,Alcalá de Guadaíra (Andalucía),70.155,"49,88953033",35,2009
Pilar de la Horadada,Alacant/Alicante,Comunidad Valenciana,Pilar de la Horadada (Comunidad Valenciana),22.050,"49,88662132",11,2009
San Fulgencio,Alacant/Alicante,Comunidad Valenciana,San Fulgencio (Comunidad Valenciana),12.030,"49,87531172",6,2009
Molins de Rei,Barcelona,Cataluña,Molins de Rei (Cataluña),24.067,"49,86080525",12,2009
"Roda, La",Albacete,Castilla La Mancha,"Roda, La (Castilla La Mancha)",16.060,"49,8132005",8,2009
Astorga,León,Castilla y León,Astorga (Castilla y León),12.078,"49,67709886",6,2009
Arucas,Las Palmas,Canarias,Arucas (Canarias),36.259,"49,64284729",18,2009
Culleredo,A Coruña,Galicia,Culleredo (Galicia),28.227,"49,59790272",14,2009
Palamós,Girona,Cataluña,Palamós (Cataluña),18.161,"49,55674247",9,2009
Getxo,Bizkaia,País Vasco,Getxo (País Vasco),80.770,"49,52333787",40,2009
Archena,Murcia,Región de Murcia,Archena (Región de Murcia),18.202,"49,44511592",9,2009
Mungia,Bizkaia,País Vasco,Mungia (País Vasco),16.209,"49,35529644",8,2009
Utrera,Sevilla,Andalucía,Utrera (Andalucía),50.665,"49,34372841",25,2009
